DATE_TIME,DC_POWER_SUM,AC_POWER_SUM,DAILY_YIELD_AVG,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 06:15:00,6142.1011903,593.33869048,2.917233560095238,24.01163526666667,22.35345866666667,0.0222816074666666
2020-05-15 06:30:00,15271.1547618,1480.19464286,14.751352813772728,23.976731266666665,22.893282,0.0494097238666666
2020-05-15 06:45:00,28626.589287,2790.4482143,37.250270562272725,24.21899,24.442443933333333,0.0953944536
2020-05-15 07:00:00,41345.914287,4052.6621428999997,78.07954545409092,24.5373984,27.185652866666665,0.1419404433333333
2020-05-15 07:15:00,44564.20833,4368.7226191,125.08982683636364,24.8159595,28.888477857142853,0.1547126757142856
2020-05-15 07:30:00,43619.291666,4275.935119,175.0170454590909,24.988789866666668,29.6056438,0.1487991533333333
2020-05-15 07:45:00,44395.892857,4352.0946427,222.20129870454545,25.21618033333333,29.547110933333336,0.1447934189333333
2020-05-15 08:00:00,64834.803572,6365.6089285,280.0373376681818,25.41951306666667,31.412544733333327,0.2016386213333333
2020-05-15 08:15:00,101937.157142,10002.0646429,374.05487013181823,25.95908213333333,35.5287108,0.3457076533333333
2020-05-15 08:30:00,112129.565473,10995.602976099999,498.63582251363636,26.430782066666666,40.3180586,0.4053485726666666
2020-05-15 08:45:00,92505.464285,9080.0678571,603.1599026,26.8318298,39.08195373333332,0.3124267953333332
2020-05-15 09:00:00,165598.892858,16211.35,754.2353896090909,27.6209698,45.0092326,0.6231526486666666
2020-05-15 09:15:00,98826.017857,9692.832143,908.2264610363636,27.988362071428572,46.6177065,0.3448840357142857
2020-05-15 09:30:00,76522.24999899999,7511.4000001,994.9496753045455,27.516727866666667,39.136326,0.2492484
2020-05-15 09:45:00,161370.035715,15793.1124999,1115.1536796545454,27.450107666666668,40.93057693333333,0.5412059773333334
2020-05-15 10:00:00,183026.214283,17896.7982142,1333.9423702000001,28.632191866666663,52.5477356,0.670675372
2020-05-15 10:15:00,158716.553571,15531.95,1498.7970779090908,28.768912733333337,47.633738,0.5722834766666666
2020-05-15 10:30:00,129103.635715,12648.5917859,1673.7806817727273,29.35144260000001,49.249723266666656,0.4551483833333333
2020-05-15 10:45:00,113123.142857,11091.6289285,1809.0587662272728,28.854707866666665,44.048325600000005,0.3619616539999999
2020-05-15 11:00:00,193768.035707,18936.5592845,1972.270617,29.410819333333336,47.68545339999999,0.6365608813333332
2020-05-15 11:15:00,160301.22619000002,15683.7136904,2170.5800865454544,30.21606228571428,50.006988571428565,0.5857872135714286
2020-05-15 11:30:00,155409.160714,15207.2839286,2351.1842532272726,30.2870728,49.8413636,0.5570693833333333
2020-05-15 11:45:00,167668.196427,16401.5892857,2512.3230519090907,30.811049333333333,47.8363832,0.4679868693333333
2020-05-15 12:00:00,155821.696428,15250.8083332,2710.0430195000004,31.305375066666663,49.183583533333326,0.5149625866666667
2020-05-15 12:15:00,209569.398819,20477.0178565,2906.0137987272724,31.50729773333333,49.84449266666666,0.7878660286666666
